Off_Name,Add_1,Add_2,Add_3,County,Gender,Attendance Time,Irish Language,Fee,Ethos,Number of Females 2014,Number of Males 2014,xcoord,ycoord,Long,Lat,Roll_No
Scoil Mhuire,Kanturk,Co Cork,,Cork,Mixed,Day,No subjects taught through Irish,N,Catholic,161,119,137689,103272,137689,103272,62290L
Colaiste An Phiarsaigh,Gleann Maghair,Corcaigh,,Cork,Mixed,Mixed,All pupils taught all subjects through Irish,N,Catholic,283,238,172637,74019,172637,74019,62301N
De La Salle College,Macroom,Co Cork,,Cork,Boys,Day,No subjects taught through Irish,N,Catholic,0,307,133617,73101,133617,73101,62310O
St Mary'S Secondary School,Convent Of Mercy,Macroom,Co. Cork,Cork,Girls,Day,No subjects taught through Irish,N,Catholic,317,0,134102,72776,134102,72776,62320R
Patrician Academy,Mallow,Co Cork,,Cork,Boys,Day,No subjects taught through Irish,N,Catholic,0,390,155895,98784,155895,98784,62330U
St Mary's Secondary School,Convent Of Mercy,Mallow,Co Cork,Cork,Girls,Day,No subjects taught through Irish,N,Catholic,576,0,156142,98972,156142,98972,62350D
Christian Brothers Secondary School,Castleredmond,Midleton,Co Cork,Cork,Boys,Day,No subjects taught through Irish,N,Catholic,0,603,188325,72790,188325,72790,62360G
Midleton College,Midleton,Co Cork,,Cork,Mixed,Mixed,No subjects taught through Irish,Yes,CHURCH OF IRELAND,146,228,188392,73643,188392,73643,62370J
St Mary's High School,Midleton,Co Cork,,Cork,Girls,Day,No subjects taught through Irish,N,Catholic,618,0,188385,72858,188385,72858,62380M
Christian Brothers Secondary School,Mitchelstown,Co Cork,,Cork,Boys,Day,No subjects taught through Irish,N,Catholic,0,323,181842,112431,181842,112431,62420V
Presentation Secondary School,Mitchelstown,Co Cork,,Cork,Girls,Day,No subjects taught through Irish,N,Catholic,269,0,181936,112615,181936,112615,62421A
Scoil na mBr�ithre Chr�osta�,Bakers Road,Charleville,Co Cork,Cork,Boys,Day,No subjects taught through Irish,N,Catholic,0,303,153769,122715,153769,122715,62440E
St. Mary's Secondary School,Convent Of Mercy,Charleville,Co Cork,Cork,Girls,Day,No subjects taught through Irish,N,Catholic,411,0,153252,122780,153252,122780,62450H
St Francis Capuchin College,Rochestown,Co Cork,,Cork,Boys,Day,No subjects taught through Irish,N,Catholic,0,672,174148,68564,174148,68564,62460K
Mount St Michael,Rosscarbery,Co Cork,,Cork,Mixed,Day,No subjects taught through Irish,N,Catholic,181,220,128951,37152,128951,37152,62470N
St Fachtna's - De La Salle College,Skibbereen,Co Cork,,Cork,Boys,Day,No subjects taught through Irish,N,Catholic,0,297,112417,34105,112417,34105,62480Q
Mercy Heights Secondary School,Skibbereen,Co Cork,,Cork,Girls,Day,No subjects taught through Irish,N,Catholic,409,0,112552,33968,112552,33968,62490T
Christian Brothers College,Sidney Hill,Wellington Road,Cork.,Cork,Boys,Day,No subjects taught through Irish,Yes,Catholic,0,841,167855,72428,167855,72428,62520C
North Monastery Secondary School,Our Lady's Mount,North Monastery Rd.,Cork,Cork,Boys,Day,No subjects taught through Irish,N,Catholic,0,365,166974,72921,166974,72921,62530F
Gaelchol�iste Mhuire,An Mhainistir Thuaidh,Corcaigh,,Cork,Mixed,Day,All pupils taught all subjects through Irish,N,Catholic,167,284,166974,73057,166974,73057,62531H
Deerpark C.B.S.,St Patrick's Road,Cork,,Cork,Boys,Day,No subjects taught through Irish,N,Catholic,0,245,167433,70918,167433,70918,62540I
Col�iste Chr�ost R�,Capwell Road,Cork,,Cork,Boys,Day,Some pupils taught some subjects through Irish,N,Catholic,0,632,168071,70869,168071,70869,62560O
Presentation Brothers College,The Mardyke,Cork,,Cork,Boys,Day,No subjects taught through Irish,Yes,Catholic,0,670,166661,71764,166661,71764,62570R
Col�iste An Spioraid Naoimh,Bishopstown,Cork,,Cork,Boys,Day,No subjects taught through Irish,N,Catholic,0,687,164410,70154,164410,70154,62580U
St Vincent's Secondary School,St Mary's Road,Cork,,Cork,Girls,Day,No subjects taught through Irish,N,Catholic,275,0,167126,72760,167126,72760,62590A
North Presentation Secondary School,Farranree,Cork,,Cork,Girls,Day,No subjects taught through Irish,N,Catholic,271,0,166636,73369,166636,73369,62621I
St Aloysius School,St Maries Of The Isle,Sharman Crawford Street,Cork,Cork,Girls,Day,No subjects taught through Irish,N,Catholic,258,0,166852,71550,166852,71550,62630J
St. Angela's College,Griffith College Campus,Wellington Road,Cork,Cork,Girls,Day,No subjects taught through Irish,N,Catholic,534,0,167632,72327,167632,72327,62640M
Ursuline Secondary School,Blackrock,Cork,,Cork,Girls,Day,No subjects taught through Irish,N,Catholic,193,0,171405,71530,171405,71530,62650P
Mount Mercy College,Model Farm Road,Cork,,Cork,Girls,Day,No subjects taught through Irish,N,Catholic,778,0,164461,70923,164461,70923,62661U
Scoil Mhuire,2 Sidney Place,Wellington Road,Cork,Cork,Girls,Day,No subjects taught through Irish,Yes,Catholic,360,0,167832,72272,167832,72272,62690E
Regina Mundi College,Douglas Road,Cork,,Cork,Girls,Day,No subjects taught through Irish,N,Catholic,518,0,169489,70139,169489,70139,62691G
Christ King Girls' Secondary School,Half Moon Lane,South Douglas Road,Cork,Cork,Girls,Day,No subjects taught through Irish,N,Catholic,1,0,168222,70272,168222,70272,62692I
Presentation Secondary School,Ballyphehane,Cork,,Cork,Girls,Day,No subjects taught through Irish,N,Catholic,295,0,167107,70232,167107,70232,62693K
St Patricks College,Gardiner's Hill,Cork,,Cork,Girls,Day,No subjects taught through Irish,N,Catholic,298,0,168740,72945,168740,72945,62730N
Scoil Mhuire Secondary School,St. Oran's Road,Buncrana,Co. Donegal,Donegal,Mixed,Day,No subjects taught through Irish,N,Catholic,279,311,234615,431703,234615,431703,62770C
St Eunan's College,Letterkenny,Co Donegal,,Donegal,Boys,Day,No subjects taught through Irish,N,Catholic,0,838,216355,411632,216355,411632,62830R
Loreto Secondary School,Letterkenny,Co Donegal,,Donegal,Girls,Day,No subjects taught through Irish,N,Catholic,973,0,216630,411432,216630,411432,62840U
St Columbas College,Stranorlar,Co. Donegal,,Donegal,Mixed,Day,No subjects taught through Irish,N,Catholic,445,451,214551,395189,214551,395189,62861F
Presentation College,Athenry,Co Galway,,Galway,Mixed,Day,No subjects taught through Irish,N,Catholic,531,557,150224,228127,150224,228127,62870G
Colaiste Sheosaimh,Gearrbhaile,Be�l �th na Slua,Co na Gaillimhe,Galway,Boys,Day,No subjects taught through Irish,N,Catholic,0,504,183442,230389,183442,230389,62880J
Ardscoil Mhuire,Mackney,Ballinasloe,Co Galway,Galway,Girls,Day,No subjects taught through Irish,N,Catholic,544,0,183606,230228,183606,230228,62890M
Col�iste Mhuire,Ballygar,Co. Galway,,Galway,Mixed,Day,No subjects taught through Irish,N,Catholic,106,130,178742,252723,178742,252723,62900M
St. Cuan's College,Castleblakney,Ballinasloe,Co Galway,Galway,Mixed,Day,No subjects taught through Irish,N,Catholic,142,160,168596,242145,168596,242145,62930V
St Joseph's College,Nun's Island,Galway,,Galway,Boys,Day,No subjects taught through Irish,N,Catholic,0,758,129459,225189,129459,225189,62960H
Col�iste Iogn�id S.J.,Br. Na Mara,Gaillimh,,Galway,Mixed,Day,Some pupils taught some subjects through Irish,N,Catholic,263,341,129235,224899,129235,224899,62970K
St. Mary's College,St. Mary's Road,Galway,,Galway,Boys,Day,No subjects taught through Irish,N,Catholic,0,441,128854,225027,128854,225027,62980N
Col�iste Einde,Threadneedle Road,Galway,,Galway,Mixed,Day,No subjects taught through Irish,N,Catholic,254,503,127341,224454,127341,224454,62981P
Dominican College,Taylors Hill,Galway,,Galway,Girls,Day,No subjects taught through Irish,N,Catholic,645,0,128197,224760,128197,224760,62990Q
Presentation Secondary School,Presentation Rd,Galway,,Galway,Girls,Day,No subjects taught through Irish,N,Catholic,226,0,129351,225305,129351,225305,63000E
Jesus & Mary Secondary School,Salerno Secondary School,Threadneedle Rd,Salthill,Galway,Girls,Day,No subjects taught through Irish,N,Catholic,608,0,127345,224243,127345,224243,63001G
Me�n Scoil Mhuire,Newtownsmith,Galway,,Galway,Girls,Day,No subjects taught through Irish,N,Catholic,255,0,129733,225430,129733,225430,63010H
Presentation College,Headford,Co. Galway,,Galway,Mixed,Day,No subjects taught through Irish,N,Catholic,367,389,126311,247030,126311,247030,63040Q
Seamount College,Kinvara,Co Galway,,Galway,Mixed,Day,No subjects taught through Irish,N,Catholic,254,86,137448,210179,137448,210179,63050T
St Raphaels College,Loughrea,Co Galway,,Galway,Mixed,Day,No subjects taught through Irish,N,Catholic,245,177,162443,216480,162443,216480,63070C
Holy Rosary College,Mountbellew,Co Galway,,Galway,Mixed,Day,No subjects taught through Irish,N,Catholic,260,293,167012,246725,167012,246725,63090I
Calasanctius College,Oranmore,Co Galway,,Galway,Mixed,Day,No subjects taught through Irish,N,Catholic,398,407,137783,224515,137783,224515,63100I
St Pauls,Oughterard,Co Galway,,Galway,Mixed,Day,No subjects taught through Irish,N,Catholic,168,196,111755,243017,111755,243017,63101K
Colaiste Chroi Mhuire,An Spideal,Co Na Gaillimhe,,Galway,Mixed,Day,All pupils taught all subjects through Irish,N,Catholic,86,110,112762,222255,112762,222255,63130R
St. Brigid's School,Convent Of Mercy,Tuam,Co. Galway,Galway,Girls,Day,No subjects taught through Irish,N,Catholic,319,0,143797,251735,143797,251735,63160D
Presentation College,Currylea,Tuam,Co Galway,Galway,Girls,Day,No subjects taught through Irish,N,Catholic,445,0,143749,251862,143749,251862,63170G
Mercy College,Woodford,Co Galway,,Galway,Mixed,Day,No subjects taught through Irish,N,Catholic,99,89,173408,199857,173408,199857,63171I
Marist College,Retreat Road,Athlone,Co. Westmeath,Westmeath,Boys,Day,No subjects taught through Irish,N,Catholic,0,532,204949,241649,204949,241649,63190M
St Aloysius College,The Park,Athlone,Co Westmeath,Westmeath,Mixed,Day,No subjects taught through Irish,N,Catholic,42,291,203662,241078,203662,241078,63191O
Our Lady's Bower,Retreat Rd.,Athlone,Co Westmeath,Westmeath,Girls,Mixed,No subjects taught through Irish,N,Catholic,692,0,205225,241349,205225,241349,63210P
St Joseph's College,Summerhill,Athlone,Co Westmeath,Westmeath,Girls,Day,No subjects taught through Irish,N,Catholic,286,0,200899,239881,200899,239881,63211R
Me�n Scoil an Chlochair,Kilbeggan,Mullingar,Co Westmeath,Westmeath,Mixed,Day,No subjects taught through Irish,N,Catholic,229,228,233822,235355,233822,235355,63221U
"Colaiste Mhuire,",Mullingar,Co. Westmeath,,Westmeath,Mixed,Day,No subjects taught through Irish,N,Catholic,36,674,243364,253211,243364,253211,63270K
St Finian's College,Mullingar,Co Westmeath,,Westmeath,Mixed,Day,No subjects taught through Irish,N,Catholic,311,322,242794,254513,242794,254513,63280N
Loreto College,Mullingar,Co Westmeath,,Westmeath,Girls,Day,No subjects taught through Irish,N,Catholic,715,0,243409,253481,243409,253481,63290Q
Wilson's Hospital School,Multyfarnham,Co Westmeath,,Westmeath,Mixed,Mixed,No subjects taught through Irish,N,CHURCH OF IRELAND,227,203,238617,262567,238617,262567,63300Q
St Joseph's Secondary School,Rochfortbridge,Co. Westmeath,,Westmeath,Mixed,Day,No subjects taught through Irish,N,Catholic,425,406,246484,240616,246484,240616,63310T
St. Mary's C.B.S.,Borris Road,Portlaoise,Co. Laois,Laois,Boys,Day,No subjects taught through Irish,N,Catholic,0,639,248401,199943,248401,199943,63430G
Scoil Chriost Ri,Presentation Secondary School,Borris Road,Portlaoise,Laois,Girls,Day,No subjects taught through Irish,N,Catholic,741,0,248439,199941,248439,199941,63451O
F.C.J. Secondary School,Bunclody,Enniscorthy,Co Wexford,Wexford,Mixed,Day,No subjects taught through Irish,N,Catholic,387,380,291649,156942,291649,156942,63550Q
St. Mary's C.B.S.,Millpark Road,Enniscorthy,Co Wexford,Wexford,Boys,Day,No subjects taught through Irish,N,Catholic,0,653,297220,139365,297220,139365,63560T
Col�iste Bride,Enniscorthy,Co Wexford,,Wexford,Girls,Day,No subjects taught through Irish,N,Catholic,682,0,297890,139976,297890,139976,63570W
Christian Brothers Secondary School,Mountgarrett,New Ross,Co Wexford,Wexford,Mixed,Day,No subjects taught through Irish,N,Catholic,81,192,272136,127924,272136,127924,63600F
Good Counsel College,New Ross,Co Wexford,,Wexford,Boys,Day,No subjects taught through Irish,N,Catholic,0,816,272788,127632,272788,127632,63610I
St. Mary's Secondary School,Irishtown,New Ross,Co Wexford,Wexford,Girls,Day,No subjects taught through Irish,N,Catholic,595,0,272821,128039,272821,128039,63620L
Our Lady of Lourdes Secondary School,Rosbercon,New Ross,Co Wexford,Wexford,Girls,Day,No subjects taught through Irish,N,Catholic,365,0,271306,127885,271306,127885,63630O
Christian Brothers Secondary School,Thomas St,Wexford,,Wexford,Boys,Day,No subjects taught through Irish,N,Catholic,0,596,304794,121274,304794,121274,63640R
St Peter's College,Secondary School,Summerhill,Wexford,Wexford,Boys,Day,No subjects taught through Irish,N,Catholic,0,748,304185,121430,304185,121430,63650U
Loreto Secondary School,Spawell Road,Wexford,Co Wexford,Wexford,Girls,Day,No subjects taught through Irish,N,Catholic,723,0,304055,122401,304055,122401,63660A
Presentation Secondary School,Grogan's Road,Wexford,Co. Wexford,Wexford,Girls,Day,No subjects taught through Irish,N,Catholic,777,0,304709,121549,304709,121549,63661C
Mercy Secondary School,Ballymahon,Co Longford,,Longford,Mixed,Day,No subjects taught through Irish,N,Catholic,262,274,215625,257495,215625,257495,63710M
Cnoc Mhuire,Granard,Longford,,Longford,Mixed,Day,No subjects taught through Irish,N,Catholic,219,225,233754,281303,233754,281303,63730S
St. Mel's College,Longford,Co. Longford,,Longford,Boys,Day,No subjects taught through Irish,N,Catholic,0,425,213661,275484,213661,275484,63750B
Me�n Scoil Muire,Convent Road,Longford Town,Co. Longford,Longford,Girls,Day,No subjects taught through Irish,N,Catholic,557,0,213539,275092,213539,275092,63760E
St. Joseph's C.B.S.,Newfoundwell Rd,Drogheda,Co Louth,Louth,Boys,Day,No subjects taught through Irish,N,Catholic,0,642,310200,276225,310200,276225,63840C
St Mary's Diocesan School,Beamore Road,Drogheda,Co. Louth,Louth,Boys,Day,No subjects taught through Irish,N,Catholic,0,747,309168,274449,309168,274449,63841E
Our Ladys College,Greenhills,Drogheda,Co Louth,Louth,Girls,Day,No subjects taught through Irish,N,Catholic,978,0,310500,275804,310500,275804,63850F
Sacred Heart Secondary School,Sunnyside,Drogheda,Co Louth,Louth,Girls,Day,No subjects taught through Irish,N,Catholic,593,0,309460,274761,309460,274761,63860I
Drogheda Grammar School,Mornington Rd,Drogheda,Co Louth,Louth,Mixed,Mixed,No subjects taught through Irish,Yes,QUAKER,124,164,312032,275663,312032,275663,63870L
Colaiste R�s,Sraid an tS�ip�il,D�n Dealgan,Co L�,Louth,Mixed,Day,Some pupils taught all subjects through Irish,N,Catholic,176,406,304913,307637,304913,307637,63880O
St Mary's College,Nicholas Street,Dundalk,Co Louth,Louth,Mixed,Day,No subjects taught through Irish,N,Catholic,227,452,304925,307826,304925,307826,63890R
De La Salle College,Castleblaney Road,Dundalk,Co. Louth,Louth,Mixed,Day,No subjects taught through Irish,N,Catholic,6,744,303218,308673,303218,308673,63891T
St Vincent's Secondary School,Seatown Place,Dundalk,Co. Louth,Louth,Girls,Day,No subjects taught through Irish,N,Catholic,924,0,305478,307431,305478,307431,63900R
St Louis Secondary School,Dun Lughaidh,Dundalk,Co Louth,Louth,Girls,Day,No subjects taught through Irish,N,Catholic,600,0,303127,308656,303127,308656,63910U
Dundalk Grammar School,The Crescent,Dundalk,Co Louth,Louth,Mixed,Mixed,No subjects taught through Irish,Yes,CHURCH OF IRELAND,218,331,304291,306523,304291,306523,63920A
Scoil P�l,Kilfinane,Co. Limerick,,Limerick,Mixed,Day,No subjects taught through Irish,N,Catholic,114,110,167934,123378,167934,123378,64130W
Glenstal Abbey School,Murroe,Co Limerick,,Limerick,Boys,Boarding,No subjects taught through Irish,Yes,Catholic,0,205,173855,156753,173855,156753,64150F
Scoil Mhuire & �de,Newcastle West,Co Limerick,,Limerick,Mixed,Day,No subjects taught through Irish,N,Catholic,229,167,127934,133223,127934,133223,64170L
Salesian Secondary College,Pallaskenry,Co Limerick,,Limerick,Mixed,Day,No subjects taught through Irish,N,Catholic,288,293,142021,155412,142021,155412,64180O
Colaiste Mhichil,Sexton Street,Limerick,,Limerick,Boys,Day,No subjects taught through Irish,N,Catholic,0,433,158011,156583,158011,156583,64200R
Ardscoil Ris,North Circular Rd,Limerick,,Limerick,Boys,Day,No subjects taught through Irish,N,Catholic,0,738,156665,157287,156665,157287,64201T
St Clements College,Laurel Hill College,South Circular Road,Limerick,Limerick,Boys,Day,No subjects taught through Irish,N,Catholic,0,483,156857,156223,156857,156223,64220A
St Munchin's College,Corbally,Limerick,,Limerick,Boys,Day,No subjects taught through Irish,N,Catholic,0,588,158503,159116,158503,159116,64240G
Presentation Secondary School,Sexton Street,Limerick,,Limerick,Mixed,Day,No subjects taught through Irish,N,Catholic,451,84,157945,156693,157945,156693,64250J
Laurel Hill Secondary School FCJ,Laurel Hill,South Circular Road,Limerick,Limerick,Girls,Day,No subjects taught through Irish,N,Catholic,625,0,156772,156126,156772,156126,64260M
Laurel Hill Col�iste FCJ,Cnoc Na Labhras,Luimneach,,Limerick,Girls,Day,All pupils taught all subjects through Irish,N,Catholic,404,0,156827,156141,156827,156141,64270P
Salesian Secondary School,Fernbank,North Circular Road,Limerick,Limerick,Girls,Day,No subjects taught through Irish,N,Catholic,295,0,156828,157212,156828,157212,64280S
Ardscoil Mhuire,Corbally,Limerick,,Limerick,Girls,Day,No subjects taught through Irish,N,Catholic,335,0,158477,157785,158477,157785,64290V
Scoil Carmel,O'Connell Avenue,Limerick,,Limerick,Girls,Day,No subjects taught through Irish,N,Catholic,218,0,156962,155737,156962,155737,64300V
Villiers Secondary School,North Circular Road,Limerick,,Limerick,Mixed,Mixed,No subjects taught through Irish,Yes,CHURCH OF IRELAND,348,250,155558,156889,155558,156889,64310B
St Patrick's Classical School,Moatlands,Navan,Co Meath,Meath,Boys,Day,No subjects taught through Irish,N,Catholic,0,879,286161,267746,286161,267746,64350N
"St. Joseph's Secondary School, Navan,",Brew's Hill,Navan,Co Meath,Meath,Girls,Day,No subjects taught through Irish,N,Catholic,661,0,286738,267489,286738,267489,64360Q
Loreto Secondary School,St Michaels,Navan,Co Meath,Meath,Girls,Day,No subjects taught through Irish,N,Catholic,777,0,287555,267799,287555,267799,64370T
Eureka Secondary School,Kells,Co. Meath,,Meath,Mixed,Day,No subjects taught through Irish,N,Catholic,710,3,274510,275652,274510,275652,64410F
Franciscan College,Gormanstown,Co Meath,,Meath,Mixed,Mixed,No subjects taught through Irish,Yes,Catholic,22,186,316744,266386,316744,266386,64420I
Scoil Mhuire,Convent Of Mercy,Trim,Co Meath,Meath,Girls,Day,No subjects taught through Irish,N,Catholic,659,0,280268,256502,280268,256502,64450R
Balla Secondary School,Balla,Castlebar,Co Mayo,Mayo,Mixed,Day,No subjects taught through Irish,N,Catholic,108,133,125096,284731,125096,284731,64500G
St Muredachs College,Sligo Road,Ballina,Co Mayo,Mayo,Boys,Day,No subjects taught through Irish,N,Catholic,0,415,125221,319091,125221,319091,64510J
St. Mary's Secondary School,Convent of Mercy,Ballina,Co Mayo,Mayo,Girls,Day,No subjects taught through Irish,N,Catholic,591,0,124053,319292,124053,319292,64520M
Our Lady's Secondary School,Belmullet,Co Mayo,,Mayo,Mixed,Day,No subjects taught through Irish,N,Catholic,151,142,70635,331233,70635,331233,64570E
St. Geralds College,Newport Road,Castlebar,Co. Mayo,Mayo,Boys,Day,No subjects taught through Irish,N,Catholic,0,483,113973,290545,113973,290545,64580H
St Joseph's Secondary School,Castlebar,Co Mayo,,Mayo,Girls,Day,No subjects taught through Irish,N,Catholic,398,0,115072,290351,115072,290351,64590K
St Josephs Secondary School,Charlestown,Co. Mayo,,Mayo,Mixed,Day,No subjects taught through Irish,N,Catholic,111,98,147445,301506,147445,301506,64600K
Col�iste Cholm�in,Claremorris,Co Mayo,,Mayo,Boys,Day,No subjects taught through Irish,N,Catholic,0,391,135346,276628,135346,276628,64610N
Mount St Michael,Convent of Mercy,Claremorris,Co Mayo,Mayo,Girls,Day,No subjects taught through Irish,N,Catholic,485,0,133965,276294,133965,276294,64620Q
Jesus & Mary Secondary School,Gortnor Abbey,Crossmolina,Co Mayo,Mayo,Mixed,Day,No subjects taught through Irish,N,Catholic,242,227,115072,317259,115072,317259,64630T
St Joseph's Secondary School,Foxford,Co Mayo,,Mayo,Mixed,Day,No subjects taught through Irish,N,Catholic,181,195,127136,304184,127136,304184,64640W
Sancta Maria College,Louisburgh,Co Mayo,,Mayo,Mixed,Day,No subjects taught through Irish,N,Catholic,160,179,80981,280947,80981,280947,64660F
Scoil Muire Agus Padraig,Swinford,Co Mayo,,Mayo,Mixed,Day,No subjects taught through Irish,N,Catholic,199,180,137481,299604,137481,299604,64690O
Col�iste Mhuire,Tuar Mhic �adaigh,Co Mhaigh Eo,,Mayo,Mixed,Day,All pupils taught all subjects through Irish,N,Catholic,85,70,110795,269251,110795,269251,64691Q
Rice College,Castlebar Road,Westport,Co Mayo,Mayo,Boys,Day,No subjects taught through Irish,N,Catholic,0,556,100374,284555,100374,284555,64700O
Sacred Heart School,Westport,Co Mayo,,Mayo,Girls,Day,No subjects taught through Irish,N,Catholic,600,0,100100,284577,100100,284577,64710R
Patrician High School,Carrickmacross,Co. Monaghan,,Monaghan,Boys,Day,No subjects taught through Irish,N,Catholic,0,490,284299,304471,284299,304471,64750G
St Louis Secondary School,Carrickmacross,Co. Monaghan,,Monaghan,Girls,Day,No subjects taught through Irish,N,Catholic,596,0,284199,303484,284199,303484,64760J
Our Lady's Secondary School,Castleblayney,Co. Monaghan,,Monaghan,Mixed,Day,No subjects taught through Irish,N,Catholic,392,298,282258,319531,282258,319531,64770M
St. Macartan's College,Monaghan,Co. Monaghan,,Monaghan,Boys,Day,No subjects taught through Irish,N,Catholic,0,656,268112,335514,268112,335514,64810V
St. Louis Secondary School,Monaghan,Co. Monaghan,,Monaghan,Girls,Day,No subjects taught through Irish,N,Catholic,457,0,266954,333460,266954,333460,64820B
Monaghan Collegiate School,Corlatt,Monaghan,Co Monaghan,Monaghan,Mixed,Day,No subjects taught through Irish,Yes,CHURCH OF IRELAND,112,141,269195,333018,269195,333018,64830E
Scoil na mBraithre,Dungarvan,Co Waterford,,Waterford,Mixed,Day,No subjects taught through Irish,N,Catholic,9,289,225902,92813,225902,92813,64880T
St Augustines College,Abbeyside,Dungarvan,Co Waterford,Waterford,Mixed,Day,No subjects taught through Irish,N,Catholic,306,363,227982,94320,227982,94320,64890W
Ard Scoil na nDeise,Convent Rd,Dungarvan,Co Waterford,Waterford,Girls,Day,No subjects taught through Irish,N,Catholic,359,0,226153,92849,226153,92849,64900W
Stella Maris,Pond Rd,Tramore,Co Waterford,Waterford,Girls,Day,No subjects taught through Irish,N,Catholic,467,0,258183,101686,258183,101686,64922J
"C.B.S. Tramore, Co. Waterford",St Otterans Tce,Tramore,Co Waterford,Waterford,Boys,Day,No subjects taught through Irish,N,Catholic,0,503,258029,101958,258029,101958,64923L
"C.B.S. Mount Sion, Waterford",Barrack Street,Waterford,,Waterford,Boys,Day,No subjects taught through Irish,N,Catholic,0,187,260356,111910,260356,111910,64930I
Waterpark College,Park Road,Waterford,,Waterford,Mixed,Day,No subjects taught through Irish,N,Catholic,35,301,261397,111905,261397,111905,64940L
De La Salle College,Newtown,Waterford,,Waterford,Mixed,Day,No subjects taught through Irish,N,Catholic,0,1,261334,111668,261334,111668,64950O
Presentation Secondary School,Cannon Street,Waterford,,Waterford,Girls,Day,No subjects taught through Irish,N,Catholic,436,0,259684,111487,259684,111487,64970U
Our Lady of Mercy Secondary School,Ozanam St.,Waterford,,Waterford,Girls,Day,No subjects taught through Irish,N,Catholic,553,0,259765,112360,259765,112360,64971W
St Angela's Ursuline Convent,Ursuline Convent,Waterford,,Waterford,Girls,Day,No subjects taught through Irish,N,Catholic,866,0,260586,110807,260586,110807,64990D
Newtown School,Newtown Road,Waterford City,Co.Waterford,Waterford,Mixed,Mixed,No subjects taught through Irish,Yes,QUAKER,137,144,261459,111417,261459,111417,65010R
